PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y
Marina Mabrey,Above the Break 3,Left Side Center(LC),24+ ft.,28,-93,269
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,65,11
Marina Mabrey,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-48,40
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,44
Nia Coffey,Mid-Range,Right Side(R),8-16 ft.,15,104,109
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,232
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,27,-191,194
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,3,-32,10
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,2,-27,4
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,25
Marina Mabrey,Above the Break 3,Center(C),24+ ft.,24,7,240
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,26,147,219
Arike Ogunbowale,Mid-Range,Left Side Center(LC),16-24 ft.,17,-89,152
Skylar Diggins-Smith,Left Corner 3,Left Side(L),24+ ft.,23,-230,-6
Marina Mabrey,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-69,49
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-62,34
Skylar Diggins-Smith,Mid-Range,Left Side Center(LC),16-24 ft.,19,-153,119
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,1,15,9
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,39,33
Alyssa Thomas,Mid-Range,Right Side(R),8-16 ft.,10,85,60
Jasmine Thomas,Left Corner 3,Left Side(L),24+ ft.,23,-232,18
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,1,11,15
Jasmine Thomas,Above the Break 3,Right Side Center(RC),24+ ft.,24,140,199
Briann January,Mid-Range,Left Side Center(LC),16-24 ft.,19,-104,166
Brionna Jones,Mid-Range,Right Side Center(RC),16-24 ft.,17,86,151
Tiffany Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-8,41
Kennedy Burke,Restricted Area,Center(C),Less Than 8 ft.,2,-12,20
Alyssa Thomas,Mid-Range,Left Side Center(LC),16-24 ft.,16,-72,145
Kennedy Burke,Restricted Area,Center(C),Less Than 8 ft.,2,-11,20
Julie Allemand,Mid-Range,Right Side(R),16-24 ft.,16,163,7
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,3,-33,21
Bria Holmes,Mid-Range,Center(C),16-24 ft.,20,-9,203
Kennedy Burke,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,16,66
Natalie Achonwa,Restricted Area,Center(C),Less Than 8 ft.,2,27,13
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,3,25,19
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,2,20,14
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,-20,27
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,-26,20
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,-21,0
Kennedy Burke,Restricted Area,Center(C),Less Than 8 ft.,3,32,22
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,3,-24,20
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-12,23
Kelsey Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-54,57
Theresa Plaisance,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,56,10
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,9,28
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,27,14
Jasmine Thomas,Above the Break 3,Left Side Center(LC),24+ ft.,24,-182,163
Brionna Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,67,27
Kelsey Mitchell,Mid-Range,Center(C),16-24 ft.,17,7,170
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-48,43
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Candice Dupree,In The Paint (Non-RA),Center(C),8-16 ft.,10,41,98
Natalie Achonwa,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,3,10,34
Kelsey Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-83,226
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,33,18
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,17,-169,48
Lauren Cox,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,63
Tiffany Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,47
Natisha Hiedeman,Restricted Area,Center(C),Less Than 8 ft.,2,-12,25
Tiffany Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-130,208
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,-19,19
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,-17,18
Theresa Plaisance,Above the Break 3,Left Side Center(LC),24+ ft.,24,-126,213
Julie Allemand,Above the Break 3,Left Side(L),24+ ft.,23,-232,60
Natisha Hiedeman,Above the Break 3,Center(C),24+ ft.,24,-48,243
DeWanna Bonner,Mid-Range,Left Side(L),8-16 ft.,15,-146,63
DeWanna Bonner,Left Corner 3,Left Side(L),24+ ft.,23,-236,6
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,22,7
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,30,8
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,2,-7,29
Natalie Achonwa,Mid-Range,Center(C),16-24 ft.,18,-9,183
Essence Carson,Mid-Range,Center(C),16-24 ft.,21,-12,216
Kaleena Mosqueda-Lewis,Above the Break 3,Left Side(L),16-24 ft.,23,-218,88
Kelsey Mitchell,Above the Break 3,Center(C),24+ ft.,25,2,256
Azurá Stevens,Mid-Range,Right Side(R),8-16 ft.,13,129,31
Kayla McBride,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,69,39
Lindsay Allen,Above the Break 3,Center(C),24+ ft.,26,-15,260
Azurá Stevens,Mid-Range,Center(C),8-16 ft.,15,74,141
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-53,58
Allie Quigley,In The Paint (Non-RA),Center(C),8-16 ft.,12,-31,125
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,12
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,24
Courtney Vandersloot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,25
A'ja Wilson,In The Paint (Non-RA),Center(C),8-16 ft.,8,-22,84
Stefanie Dolson,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,235
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,2,9,22
Dearica Hamby,Above the Break 3,Right Side Center(RC),24+ ft.,26,169,210
Azurá Stevens,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,-7
Danielle Robinson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,14
Jackie Young,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-58,28
Kahleah Copper,Mid-Range,Right Side(R),8-16 ft.,15,119,97
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,1
Angel McCoughtry,Mid-Range,Center(C),16-24 ft.,20,2,208
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,3,-32,1
Danielle Robinson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-52,23
Stefanie Dolson,Above the Break 3,Right Side Center(RC),24+ ft.,24,152,192
Diamond DeShields,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,15
Azurá Stevens,Mid-Range,Center(C),8-16 ft.,15,11,150
Kayla McBride,Mid-Range,Right Side Center(RC),16-24 ft.,17,114,136
Allie Quigley,Mid-Range,Right Side(R),8-16 ft.,15,128,91
Ruthy Hebard,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,68,9
Kayla McBride,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,62
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,2,25,14
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,51
Allie Quigley,Above the Break 3,Right Side Center(RC),16-24 ft.,22,111,201
Lindsay Allen,Restricted Area,Center(C),Less Than 8 ft.,2,13,27
Kahleah Copper,Mid-Range,Right Side Center(RC),16-24 ft.,17,67,163
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,3,-32,15
Lindsay Allen,Above the Break 3,Right Side Center(RC),24+ ft.,25,180,183
Stefanie Dolson,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Vandersloot,Above the Break 3,Right Side Center(RC),24+ ft.,24,177,169
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-36,29
Azurá Stevens,Mid-Range,Right Side(R),8-16 ft.,15,132,76
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,59,19
Danielle Robinson,Mid-Range,Center(C),16-24 ft.,20,-29,199
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,22,31
Kahleah Copper,Mid-Range,Right Side(R),16-24 ft.,20,182,87
Diamond DeShields,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,38
Diamond DeShields,Above the Break 3,Right Side Center(RC),24+ ft.,25,165,191
Carolyn Swords,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Vandersloot,Restricted Area,Center(C),Less Than 8 ft.,3,36,14
Danielle Robinson,Above the Break 3,Left Side(L),24+ ft.,23,-232,43
Stefanie Dolson,Above the Break 3,Center(C),24+ ft.,24,-29,248
Diamond DeShields,Mid-Range,Center(C),8-16 ft.,15,-59,143
Kayla McBride,Mid-Range,Left Side Center(LC),16-24 ft.,19,-122,157
Sydney Colson,Mid-Range,Left Side Center(LC),16-24 ft.,17,-109,137
Courtney Vandersloot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-218,108
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,4
Courtney Vandersloot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-121,240
Diamond DeShields,Mid-Range,Right Side Center(RC),16-24 ft.,16,61,154
A'ja Wilson,Mid-Range,Left Side(L),8-16 ft.,12,-117,33
Courtney Vandersloot,Mid-Range,Right Side(R),8-16 ft.,13,132,20
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,11
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,28
Danielle Robinson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,15
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,19
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,13
Kayla McBride,Above the Break 3,Right Side Center(RC),24+ ft.,24,128,206
Azurá Stevens,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,28
Jewell Loyd,Restricted Area,Center(C),Less Than 8 ft.,1,15,-1
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,24,5
Jewell Loyd,Above the Break 3,Left Side(L),24+ ft.,22,-227,29
Sue Bird,Above the Break 3,Left Side Center(LC),24+ ft.,24,-111,216
Jewell Loyd,Above the Break 3,Right Side Center(RC),24+ ft.,23,101,217
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,3,30,22
Jewell Loyd,Restricted Area,Center(C),Less Than 8 ft.,1,-17,-4
Jazmine Jones,Above the Break 3,Right Side Center(RC),24+ ft.,24,182,169
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,22,22
Kylee Shook,Mid-Range,Right Side(R),8-16 ft.,9,89,44
Kia Nurse,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,203
Alysha Clark,Restricted Area,Center(C),Less Than 8 ft.,2,14,15
Megan Walker,Restricted Area,Center(C),Less Than 8 ft.,3,32,15
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Sami Whitcomb,Above the Break 3,Left Side Center(LC),24+ ft.,24,-200,134
Kia Nurse,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,20,40
Mercedes Russell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,49
Jocelyn Willoughby,Mid-Range,Left Side(L),16-24 ft.,17,-169,52
Sami Whitcomb,Above the Break 3,Right Side Center(RC),16-24 ft.,23,159,174
Sami Whitcomb,Restricted Area,Center(C),Less Than 8 ft.,3,-7,36
Epiphanny Prince,Above the Break 3,Right Side(R),24+ ft.,23,229,43
Amanda Zahui B,Mid-Range,Right Side(R),8-16 ft.,15,142,60
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,3,11,33
Epiphanny Prince,Above the Break 3,Left Side Center(LC),24+ ft.,24,-124,213
Amanda Zahui B,Restricted Area,Center(C),Less Than 8 ft.,3,-12,30
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,3,25,17
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Jewell Loyd,Mid-Range,Right Side(R),16-24 ft.,16,139,91
Sue Bird,Mid-Range,Left Side(L),16-24 ft.,19,-181,76
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,9,22
Breanna Stewart,Above the Break 3,Center(C),24+ ft.,25,3,256
Sue Bird,Above the Break 3,Left Side Center(LC),24+ ft.,23,-164,174
Leaonna Odom,Mid-Range,Right Side(R),8-16 ft.,14,81,119
Layshia Clarendon,Restricted Area,Center(C),Less Than 8 ft.,2,26,7
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,25,9
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,3,-25,22
Amanda Zahui B,Above the Break 3,Right Side Center(RC),24+ ft.,25,123,220
Sue Bird,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,30,35
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,3,-14,27
Alysha Clark,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,229
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,-19,29
Breanna Stewart,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,61,72
Amanda Zahui B,Restricted Area,Center(C),Less Than 8 ft.,2,26,11
Crystal Langhorne,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-25,67
Kia Nurse,Mid-Range,Left Side(L),8-16 ft.,13,-98,96
Epiphanny Prince,Above the Break 3,Right Side Center(RC),24+ ft.,24,144,203
Kylee Shook,Restricted Area,Center(C),Less Than 8 ft.,2,18,20
Epiphanny Prince,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,52,31
Jordin Canada,Mid-Range,Left Side(L),8-16 ft.,11,-92,65
Paris Kea,Mid-Range,Left Side(L),8-16 ft.,11,-116,10
Mercedes Russell,Restricted Area,Center(C),Less Than 8 ft.,3,-6,30
Paris Kea,Restricted Area,Center(C),Less Than 8 ft.,2,25,13
Sami Whitcomb,Restricted Area,Center(C),Less Than 8 ft.,3,-19,35
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,2,3,22
Megan Walker,Mid-Range,Center(C),16-24 ft.,17,42,170
Sami Whitcomb,Right Corner 3,Right Side(R),24+ ft.,23,238,15
Kia Nurse,Above the Break 3,Left Side Center(LC),24+ ft.,23,-164,174
Kia Nurse,Above the Break 3,Center(C),24+ ft.,25,-19,251
Kia Nurse,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,224
Epiphanny Prince,Above the Break 3,Left Side Center(LC),24+ ft.,26,-96,243
Ezi Magbegor,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,24
Epiphanny Prince,Mid-Range,Right Side(R),8-16 ft.,14,109,89
Leilani Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,23,115,208
Leilani Mitchell,Mid-Range,Left Side Center(LC),16-24 ft.,18,-145,119
Blake Dietrick,Above the Break 3,Left Side Center(LC),24+ ft.,24,-182,157
Betnijah Laney,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-53,78
Myisha Hines-Allen,Above the Break 3,Left Side Center(LC),24+ ft.,24,-153,194
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Monique Billings,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-31,33
Emma Meesseman,Restricted Area,Center(C),Less Than 8 ft.,2,18,21
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,2,-26,6
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,-12,31
Courtney Williams,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,200
Emma Meesseman,Mid-Range,Left Side Center(LC),16-24 ft.,19,-133,145
Courtney Williams,Mid-Range,Center(C),16-24 ft.,20,37,201
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,2,-17,11
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,2,25,15
Glory Johnson,Mid-Range,Left Side Center(LC),16-24 ft.,16,-71,146
Courtney Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,31
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,32,70
Courtney Williams,Mid-Range,Left Side Center(LC),16-24 ft.,17,-62,160
Tianna Hawkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-61,20
Ariel Atkins,Mid-Range,Right Side(R),8-16 ft.,11,111,34
Sug Sutton,Mid-Range,Center(C),16-24 ft.,18,17,184
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,2,-22,18
Stella Johnson,Above the Break 3,Left Side(L),16-24 ft.,23,-219,72
Stella Johnson,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-177,146
Betnijah Laney,Mid-Range,Left Side(L),8-16 ft.,13,-100,90
Stella Johnson,Above the Break 3,Right Side Center(RC),24+ ft.,24,136,206
Betnijah Laney,Mid-Range,Left Side(L),8-16 ft.,14,-117,90
Stella Johnson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-47,43
Betnijah Laney,Mid-Range,Right Side Center(RC),16-24 ft.,17,98,140
Ariel Atkins,Above the Break 3,Center(C),24+ ft.,24,74,231
Courtney Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,30
Emma Meesseman,Mid-Range,Right Side Center(RC),16-24 ft.,17,120,134
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,7,63
Courtney Williams,Mid-Range,Left Side(L),8-16 ft.,15,-108,105
Stella Johnson,Above the Break 3,Right Side(R),24+ ft.,23,232,36
Courtney Williams,Mid-Range,Left Side Center(LC),16-24 ft.,19,-147,122
Stella Johnson,Restricted Area,Center(C),Less Than 8 ft.,3,-2,31
Monique Billings,Mid-Range,Right Side(R),8-16 ft.,15,152,48
Myisha Hines-Allen,Above the Break 3,Left Side(L),24+ ft.,23,-226,61
Stella Johnson,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,205
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,-21,23
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,18,98,152
Betnijah Laney,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,70,86
Myisha Hines-Allen,Above the Break 3,Left Side Center(LC),24+ ft.,24,-128,211
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,27,18
Betnijah Laney,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-66,34
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,18,93,156
Emma Meesseman,Restricted Area,Center(C),Less Than 8 ft.,2,-20,17
Betnijah Laney,Above the Break 3,Left Side Center(LC),24+ ft.,24,-156,192
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,-4,30
Betnijah Laney,Above the Break 3,Right Side(R),16-24 ft.,23,219,79
Ariel Atkins,Mid-Range,Center(C),8-16 ft.,15,-39,153
Betnijah Laney,Mid-Range,Left Side Center(LC),16-24 ft.,20,-122,161
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,3,26,21
Leilani Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-22,17
Tianna Hawkins,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Williams,Above the Break 3,Center(C),24+ ft.,24,-43,241
Tianna Hawkins,Above the Break 3,Center(C),24+ ft.,25,57,251
Courtney Williams,Above the Break 3,Right Side(R),16-24 ft.,23,212,97
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,2,-21,12
Courtney Williams,Mid-Range,Left Side(L),8-16 ft.,14,-143,15
Leilani Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,65,39
Courtney Williams,Mid-Range,Center(C),8-16 ft.,14,-31,144
Ariel Atkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-74,1
Shekinna Stricklen,Above the Break 3,Left Side Center(LC),24+ ft.,25,-138,211
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,27,17
Stella Johnson,Above the Break 3,Right Side(R),24+ ft.,23,228,33
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,1,9,12
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,-33,12
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,25,20
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Betnijah Laney,Above the Break 3,Right Side Center(RC),24+ ft.,25,95,242
Lexie Brown,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,149
Crystal Dangerfield,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,13
Allisha Gray,Above the Break 3,Left Side Center(LC),24+ ft.,27,-124,246
Damiris Dantas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,4
Marina Mabrey,Mid-Range,Right Side Center(RC),16-24 ft.,17,103,147
Damiris Dantas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-57,9
Allisha Gray,Right Corner 3,Right Side(R),24+ ft.,23,239,-4
Napheesa Collier,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-73,87
Marina Mabrey,Above the Break 3,Center(C),24+ ft.,28,-17,281
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-52,29
Marina Mabrey,Above the Break 3,Right Side Center(RC),16-24 ft.,23,125,201
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,23,-210,114
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,3,39,-6
Crystal Dangerfield,Above the Break 3,Left Side Center(LC),24+ ft.,27,-142,231
Katie Lou Samuelson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,36
Napheesa Collier,In The Paint (Non-RA),Center(C),8-16 ft.,9,-45,84
Crystal Dangerfield,Above the Break 3,Left Side Center(LC),24+ ft.,27,-132,243
Crystal Dangerfield,Above the Break 3,Center(C),24+ ft.,26,-2,264
Bridget Carleton,Restricted Area,Center(C),Less Than 8 ft.,1,-12,3
Marina Mabrey,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,21
Allisha Gray,Above the Break 3,Right Side(R),24+ ft.,23,223,61
Bridget Carleton,Above the Break 3,Left Side(L),24+ ft.,23,-229,63
Isabelle Harrison,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-33,40
Damiris Dantas,Above the Break 3,Left Side Center(LC),24+ ft.,25,-150,206
Erica McCall,Restricted Area,Center(C),Less Than 8 ft.,3,35,13
Allisha Gray,Above the Break 3,Right Side Center(RC),24+ ft.,25,82,246
Kayla Thornton,Restricted Area,Center(C),Less Than 8 ft.,1,-13,13
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,-5
Marina Mabrey,Restricted Area,Center(C),Less Than 8 ft.,2,11,27
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,23,-219,97
Kayla Thornton,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2
Kayla Alexander,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,7
Allisha Gray,Above the Break 3,Left Side Center(LC),24+ ft.,25,-182,176
Kayla Alexander,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-39,36
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,3,30,15
Shenise Johnson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,26
Napheesa Collier,Above the Break 3,Left Side Center(LC),24+ ft.,24,-89,227
Kayla Alexander,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,3,-30,-3
Shenise Johnson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,27
Bella Alarie,Restricted Area,Center(C),Less Than 8 ft.,3,25,28
Mikiah Herbert Harrigan,Above the Break 3,Center(C),24+ ft.,25,37,256
Crystal Dangerfield,Above the Break 3,Center(C),24+ ft.,26,65,262
Kayla Thornton,Restricted Area,Center(C),Less Than 8 ft.,3,30,-5
Shenise Johnson,Above the Break 3,Center(C),24+ ft.,25,-60,244
Mikiah Herbert Harrigan,Above the Break 3,Right Side(R),16-24 ft.,23,214,92
